id,name,brand,model,price_inr,price_segment,cpu,cpu_generation,ram_gb,ram_upgradeable,storage,storage_upgradeable,gpu,gpu_type,screen_size,screen_resolution,display_type,refresh_rate,battery_wh,estimated_battery_score,weight_kg,estimated_portability_score,gaming_score,future_proof_score,ai_ml_score,coding_score,mba_score,marketing_score,design_score,mechanical_score,civil_score,electronics_score,best_for,pros,cons,india_availability,purchase_links,last_verified_date,major_fit,community_sentiment
154,Lenovo ThinkPad E14 Gen 6,Lenovo,ThinkPad E14 Gen 6,84990,Upper Mid,Intel Core Ultra 5 125U,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,47,6.3,1.4,7.3,3.7,5.6,4.2,7.3,7.4,7.0,5.5,5.2,5.4,6.0,"MBA & business, programming & development, marketing & media",Legendary keyboard; upgradeable; Linux-friendly,No dGPU; modest GPU; plain screen,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkPad+E14+Gen+6+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkPad+E14+Gen+6+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
155,Lenovo IdeaPad Gaming 3 (RTX4050),Lenovo,IdeaPad Gaming 3 (RTX4050),84990,Upper Mid,AMD Ryzen 7 7840HS,Ryzen 7040,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,60,3.2,2.3,3.7,7.1,7.0,6.8,6.5,3.7,5.1,6.9,7.0,7.3,7.2,"civil engineering (AutoCAD), electronics & simulation, gaming",144Hz; RTX4050; strong Ryzen; value gaming,Heavy; modest battery; plain looks,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Gaming+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Gaming+3+laptop,2026-06-15,Mechanical; Civil; Electronics,Good
156,Lenovo IdeaPad Pro 5 (16ARP),Lenovo,IdeaPad Pro 5 (16ARP),91990,Upper Mid,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,1 TB SSD,true,AMD Radeon 780M,Integrated,16.0,2560x1600 WQXGA,IPS,120,75,8.6,1.9,6.3,4.8,7.4,4.5,7.8,7.2,7.8,6.4,6.0,6.5,6.7,"programming & development, marketing & media, MBA & business",QHD+ 120Hz; 8-core; 1TB; upgradeable,No dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Pro+5+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Pro+5+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
157,Lenovo ThinkBook 16 G7 (IML),Lenovo,ThinkBook 16 G7 (IML),94990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,1920x1200 WUXGA,IPS,60,71,8.6,1.7,6.9,4.3,6.6,4.5,8.0,7.8,7.5,5.9,6.0,6.4,6.6,"programming & development, MBA & business, marketing & media",16-inch business; strong CPU; upgradeable,No dGPU; plain display,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkBook+16+G7+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkBook+16+G7+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
158,Lenovo LOQ 15 (Ryzen RTX5060),Lenovo,LOQ 15 (Ryzen RTX5060),94990,Upper Mid,AMD Ryzen 7 250,Ryzen 200,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,15.6,1920x1080 FHD,IPS,144,60,3.2,2.4,3.1,7.9,8.6,7.5,6.4,3.4,4.9,7.4,7.4,7.7,7.4,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",RTX 5060 great value; CUDA; upgradeable,Heavy; FHD panel; loud fans,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+LOQ+15+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+LOQ+15+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
159,Lenovo ThinkPad E16 Gen 2,Lenovo,ThinkPad E16 Gen 2,94990,Upper Mid,AMD Ryzen 7 7735U,Ryzen 7035,16,true,512 GB SSD,true,AMD Radeon 680M,Integrated,16.0,1920x1200 WUXGA,IPS,60,57,7.8,1.77,6.6,3.7,6.0,4.3,7.8,7.6,7.2,5.5,5.3,5.7,6.2,"programming & development, MBA & business, marketing & media",16-inch ThinkPad; great keyboard; upgradeable,No dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkPad+E16+Gen+2+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkPad+E16+Gen+2+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
160,Lenovo LOQ 15i (i7 RTX4060),Lenovo,LOQ 15i (i7 RTX4060),97990,Upper Mid,Intel Core i7-13650HX,13th Gen,24,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,15.6,1920x1080 FHD,IPS,144,60,3.2,2.4,3.1,7.7,7.5,8.0,7.0,3.4,4.9,7.3,8.0,8.0,8.2,"electronics & simulation, AI/ML & deep learning, mechanical engineering (CAD/CAE)",24GB; RTX 4060; CUDA; render-capable,Heavy; FHD only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+LOQ+15i+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+LOQ+15i+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
161,Lenovo Yoga Slim 7 (14APH) OLED,Lenovo,Yoga Slim 7 (14APH) OLED,104990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,90,70,8.6,1.4,8.1,4.7,6.2,4.5,8.0,8.6,9.0,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Premium OLED; strong CPU; light,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+Slim+7+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+Slim+7+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
162,Lenovo Legion 5 (15AHP10) RTX5050,Lenovo,Legion 5 (15AHP10) RTX5050,104990,Upper Mid,AMD Ryzen 7 250,Ryzen 200,16,true,512 GB SSD,true,NVIDIA GeForce RTX 5050,Dedicated,15.6,1920x1200 WUXGA,IPS,165,80,4.8,2.4,3.6,7.5,8.6,7.5,6.8,4.1,5.6,7.1,7.0,7.3,7.2,"AI/ML & deep learning, gaming, civil engineering (AutoCAD)",RTX 5050; 165Hz; upgradeable; good cooling,Heavy; FHD+ panel; battery,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+5+RTX5050+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+5+RTX5050+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
163,Lenovo Yoga Slim 7i Aura (Lunar),Lenovo,Yoga Slim 7i Aura (Lunar),119990,Upper Mid,Intel Core Ultra 7 258V,Core Ultra Series 2,16,false,512 GB SSD,true,Intel Arc 140V,Integrated,14.0,2880x1800 2.8K,OLED,120,70,9.3,1.28,8.8,4.8,7.4,4.4,8.1,9.1,9.4,7.8,6.0,6.5,6.7,"marketing & media, MBA & business, programming & development",2.8K OLED 120Hz; Lunar Lake battery; light,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+Slim+7i+Aura+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+Slim+7i+Aura+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
164,Lenovo Yoga Slim 7i (Lunar Lake),Lenovo,Yoga Slim 7i (Lunar Lake),134990,Premium,Intel Core Ultra 7 258V,Core Ultra Series 2,32,false,1 TB SSD,true,Intel Arc 140V,Integrated,14.0,2880x1800 2.8K,OLED,120,70,9.3,1.28,8.8,4.8,8.2,5.0,8.9,9.1,9.4,7.8,6.0,6.9,7.8,"marketing & media, MBA & business, programming & development",Lunar Lake battery king; 32GB; OLED,Soldered RAM; no dGPU; premium price,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+Slim+7i+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+Slim+7i+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
165,Lenovo ThinkPad T14 Gen 5,Lenovo,ThinkPad T14 Gen 5,134990,Premium,AMD Ryzen 7 8840U,Ryzen 8040,16,true,512 GB SSD,true,AMD Radeon 780M,Integrated,14.0,1920x1200 WUXGA,IPS,60,57,7.8,1.37,7.8,4.4,7.4,4.3,7.8,8.0,7.6,6.0,5.9,6.2,6.5,"MBA & business, programming & development, marketing & media",Best-in-class keyboard; serviceable; Linux favorite,Pricey; no dGPU; matte FHD only,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkPad+T14+Gen+5+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkPad+T14+Gen+5+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
166,Lenovo Legion 5 (16AHP10) RTX5060,Lenovo,Legion 5 (16AHP10) RTX5060,134990,Premium,AMD Ryzen 7 260,Ryzen 200,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.0,2560x1600 WQXGA,IPS,165,80,4.8,2.4,3.6,8.1,8.6,7.7,7.0,4.1,5.9,7.7,7.6,8.0,7.6,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",QHD 165Hz; RTX 5060; great cooling; upgradeable,Heavy; battery life; gamer look,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+5+RTX5060+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+5+RTX5060+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
167,Lenovo Legion Slim 5 (16APH) OLED,Lenovo,Legion Slim 5 (16APH) OLED,139990,Premium,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,16.0,2560x1600 WQXGA,OLED,165,84,4.8,2.0,4.9,7.7,7.6,7.6,7.0,5.3,6.9,8.8,7.4,7.8,7.5,"design & creative work, civil engineering (AutoCAD), gaming",Slimmer gaming; OLED; CUDA; better battery,Soldered limits on RAM speed; warm,Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+Slim+5+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+Slim+5+OLED+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
168,Lenovo Legion 5i (16IRX) RTX5060 OLED,Lenovo,Legion 5i (16IRX) RTX5060 OLED,149990,Premium,Intel Core Ultra 7 255HX,Core Ultra Series 2,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.0,2560x1600 WQXGA,OLED,240,80,4.8,2.4,3.6,8.2,8.6,7.8,7.1,4.1,6.5,8.9,7.7,8.2,7.8,"design & creative work, gaming, civil engineering (AutoCAD)",OLED 240Hz; RTX 5060; strong CPU; upgradeable,Heavy; battery; pricey,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+5i+RTX5060+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+5i+RTX5060+OLED+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
169,Lenovo Yoga 9i 2-in-1 (Ultra7),Lenovo,Yoga 9i 2-in-1 (Ultra7),149990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,90,75,9.3,1.4,8.3,4.6,6.2,4.5,7.9,8.6,9.3,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Convertible OLED; premium; pen support,Soldered RAM; no dGPU,Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+9i+2+in+1+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+9i+2+in+1+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
170,Lenovo LOQ 15 (Ultra9 RTX5070),Lenovo,LOQ 15 (Ultra9 RTX5070),164990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,24,true,1 TB SSD,true,NVIDIA GeForce RTX 5070,Dedicated,15.6,1920x1200 WUXGA,IPS,144,60,3.2,2.4,3.1,8.4,9.1,8.3,7.4,3.4,4.9,7.7,8.8,9.0,8.8,"civil engineering (AutoCAD), mechanical engineering (CAD/CAE), electronics & simulation",RTX 5070 value; strong CPU; upgradeable,Heavy; FHD+ panel; battery,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+LOQ+15+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+LOQ+15+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
171,Lenovo Legion 5i (16IRX) RTX5070,Lenovo,Legion 5i (16IRX) RTX5070,174990,Premium,Intel Core i7-14650HX,14th Gen,24,true,1 TB SSD,true,NVIDIA GeForce RTX 5070,Dedicated,16.0,2560x1600 WQXGA,IPS,165,80,4.8,2.4,3.6,8.6,8.6,8.1,7.5,4.1,5.9,8.0,8.6,8.6,8.5,"gaming, mechanical engineering (CAD/CAE), civil engineering (AutoCAD)",RTX 5070; 24GB; render/AI-capable; upgradeable,Heavy; battery; warm under load,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+5i+RTX5070+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+5i+RTX5070+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
172,Lenovo Legion Pro 5i (RTX4070),Lenovo,Legion Pro 5i (RTX4070),199990,Premium,Intel Core i9-14900HX,14th Gen,32,true,1 TB SSD,true,NVIDIA GeForce RTX 4070,Dedicated,16.0,2560x1600 WQXGA,IPS,240,80,4.8,2.5,3.6,8.6,8.4,8.4,8.0,4.6,5.9,7.9,8.9,8.9,9.1,"electronics & simulation, mechanical engineering (CAD/CAE), civil engineering (AutoCAD)",i9 + RTX 4070; 240Hz; render/AI beast; upgradeable,Heavy; loud; expensive,Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+Pro+5i+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+Pro+5i+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
173,Lenovo ThinkPad X1 Yoga Gen 9,Lenovo,ThinkPad X1 Yoga Gen 9,199990,Premium,Intel Core Ultra 7 155U,Core Ultra Series 1,32,false,1 TB SSD,true,Intel Graphics,Integrated,14.0,1920x1200 FHD+,IPS (Touch),60,57,7.8,1.38,7.8,3.7,5.9,5.1,8.7,8.0,7.6,5.5,6.0,6.3,7.4,"programming & development, MBA & business, marketing & media",Premium convertible; legendary keyboard; business-grade; pen,Soldered RAM; no dGPU; expensive,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkPad+X1+Yoga+Gen+9+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkPad+X1+Yoga+Gen+9+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Medical; Finance; Humanities,Good
174,Lenovo ThinkPad X1 Carbon Gen 12,Lenovo,ThinkPad X1 Carbon Gen 12,209990,Premium,Intel Core Ultra 7 155U,Core Ultra Series 1,32,false,1 TB SSD,true,Intel Graphics,Integrated,14.0,2880x1800 2.8K,OLED,60,57,7.8,1.09,8.8,3.7,5.9,5.1,8.7,8.4,9.0,7.2,6.0,6.3,7.4,"marketing & media, programming & development, MBA & business",Ultra-light flagship; 32GB; superb keyboard; OLED,Soldered RAM; expensive; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkPad+X1+Carbon+Gen+12+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkPad+X1+Carbon+Gen+12+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Design; Medical; Finance; Humanities,Good
175,Lenovo Legion Pro 5 (RTX5070),Lenovo,Legion Pro 5 (RTX5070),209990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5070,Dedicated,16.0,2560x1600 WQXGA,IPS,240,80,4.8,2.5,3.6,8.8,9.3,8.5,8.1,4.6,5.9,8.0,9.1,9.1,9.2,"electronics & simulation, mechanical engineering (CAD/CAE), civil engineering (AutoCAD)",Top CPU + RTX 5070; 240Hz; 32GB; upgradeable,Heavy; loud; needs cooling,Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+Pro+5+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+Pro+5+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
176,Lenovo Legion Pro 7i (RTX5080),Lenovo,Legion Pro 7i (RTX5080),329990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5080,Dedicated,16.0,2560x1600 QHD+,IPS,240,99,5.6,2.7,3.3,9.4,9.3,9.5,8.3,4.7,6.0,8.4,9.5,9.4,9.2,"AI/ML & deep learning, mechanical engineering (CAD/CAE), gaming",RTX5080; 240Hz QHD+; excellent cooling; top CPU,Very expensive; heavy; loud under load,Available,Amazon: https://www.amazon.in/s?k=Lenovo+Legion+Pro+7i+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Legion+Pro+7i+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Good
177,MSI Modern 14 (i5),MSI,Modern 14 (i5),49990,Mid Range,Intel Core i5-1335U,13th Gen,16,true,512 GB SSD,true,Intel Iris Xe,Integrated,14.0,1920x1080 FHD,IPS,60,39,5.6,1.4,7.0,3.8,6.0,4.0,6.4,6.6,6.7,5.7,5.0,5.1,5.6,"marketing & media, MBA & business",16GB; light; affordable business-style,Small battery; 60Hz; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Modern+14+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Modern+14+laptop,2026-06-15,Humanities,Average
178,MSI Modern 15 (i5),MSI,Modern 15 (i5),54990,Mid Range,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,53,6.3,1.7,6.1,3.3,6.0,4.0,6.6,6.5,6.6,5.4,4.8,4.9,5.6,"programming & development, marketing & media, MBA & business",16GB; light for 15-inch; upgradeable,No dGPU; plain display,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Modern+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Modern+15+laptop,2026-06-15,Humanities,Average
179,MSI Modern 14 (Ultra5),MSI,Modern 14 (Ultra5),61990,Mid Range,Intel Core Ultra 5 125H,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,53,7.0,1.4,7.5,4.2,6.6,4.3,7.1,7.2,7.2,5.9,5.8,6.0,6.3,"MBA & business, marketing & media, programming & development",Arc iGPU; light; upgradeable,No OLED; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Modern+14+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Modern+14+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
180,MSI Thin 15 (RTX3050),MSI,Thin 15 (RTX3050),61990,Mid Range,Intel Core i5-13420H,13th Gen,8,true,512 GB SSD,true,NVIDIA GeForce RTX 3050,Dedicated,15.6,1920x1080 FHD,IPS,144,52,3.2,1.86,4.4,6.6,5.4,5.0,5.1,3.9,5.3,6.6,5.0,5.7,5.0,"gaming, design & creative work",Cheapest RTX gaming; CUDA; light,8GB to start; small battery; entry GPU,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Thin+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Thin+15+laptop,2026-06-15,Humanities,Average
181,MSI Cyborg 15 (RTX3050),MSI,Cyborg 15 (RTX3050),69990,Mid Range,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 3050,Dedicated,15.6,1920x1080 FHD,IPS,144,53,3.2,1.98,4.4,6.6,6.3,5.7,6.0,3.9,5.3,6.6,6.0,6.1,6.3,"gaming, design & creative work",Lighter gaming; CUDA; 144Hz; upgradeable,Small battery; entry GPU; flexy build,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Cyborg+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Cyborg+15+laptop,2026-06-15,Humanities,Good
182,MSI Thin 15 (RTX4050),MSI,Thin 15 (RTX4050),77990,Upper Mid,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,52,3.2,1.86,4.4,7.1,7.0,6.4,6.0,3.9,5.3,6.9,6.4,6.4,6.5,"gaming, design & creative work, electronics & simulation",Affordable RTX 4050; CUDA; light,Small battery; FHD only; basic build,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Thin+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Thin+15+laptop,2026-06-15,Humanities,Good
183,MSI Cyborg 15 (RTX4050),MSI,Cyborg 15 (RTX4050),84990,Upper Mid,Intel Core i7-13620H,13th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,53,3.2,1.98,4.4,7.1,7.0,6.7,6.3,3.9,5.3,6.9,6.7,6.9,6.9,"gaming, design & creative work, civil engineering (AutoCAD)",RTX 4050; light gaming; CUDA; 144Hz,Small battery; FHD only; build,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Cyborg+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Cyborg+15+laptop,2026-06-15,Humanities,Good
184,MSI Bravo 15 (RTX4060),MSI,Bravo 15 (RTX4060),94990,Upper Mid,AMD Ryzen 7 7735HS,Ryzen 7035,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,15.6,1920x1080 FHD,IPS,144,53,3.2,2.35,3.1,7.7,7.0,7.5,6.3,3.4,4.9,7.3,7.2,7.5,7.2,"gaming, AI/ML & deep learning, civil engineering (AutoCAD)",All-AMD value; RTX 4060; CUDA; upgradeable,Heavy; FHD only; small battery,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Bravo+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Bravo+15+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Good
185,MSI Katana 15 (RTX4060),MSI,Katana 15 (RTX4060),104990,Upper Mid,Intel Core i7-13620H,13th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,15.6,1920x1080 FHD,IPS,144,53,3.2,2.25,3.7,7.7,7.0,7.4,6.3,3.7,5.1,7.3,7.1,7.4,7.1,"gaming, AI/ML & deep learning, civil engineering (AutoCAD)",RTX 4060; 144Hz; CUDA; upgradeable,Small battery; FHD only; warm,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Katana+15+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Katana+15+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Good
186,MSI Prestige 14 AI Evo,MSI,Prestige 14 AI Evo,109990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2560x1600 QHD+,IPS,120,75,9.3,1.3,8.8,4.8,6.2,4.5,8.0,8.8,8.8,6.4,6.0,6.4,6.6,"MBA & business, marketing & media, programming & development",Light; QHD+ 120Hz; big battery; business focus,Soldered RAM; no dGPU; muted speakers,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Prestige+14+AI+Evo+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Prestige+14+AI+Evo+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
187,MSI Creator M16 (RTX4060),MSI,Creator M16 (RTX4060),114990,Upper Mid,Intel Core i7-13620H,13th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,16.0,2560x1600 WQXGA,IPS,120,53,3.2,2.3,3.7,7.4,7.0,7.4,6.3,5.2,5.4,8.1,7.1,7.4,7.1,"design & creative work, AI/ML & deep learning, gaming",Creator dGPU; QHD+; RTX 4060; CUDA; upgradeable,Heavy; small battery; warm,Available,Amazon: https://www.amazon.in/s?k=MSI+Creator+M16+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Creator+M16+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Good
188,MSI Sword 16 HX (RTX5060),MSI,Sword 16 HX (RTX5060),124990,Premium,Intel Core i7-14650HX,14th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.0,2560x1600 WQXGA,IPS,165,75,4.0,2.3,4.0,8.1,8.1,7.7,6.8,4.0,5.8,7.7,7.6,8.0,7.7,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",QHD 165Hz; RTX 5060; CUDA; upgradeable,Heavy; battery; warm under load,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Sword+16+HX+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Sword+16+HX+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
189,MSI Prestige 16 AI OLED,MSI,Prestige 16 AI OLED,134990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,32,true,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,2560x1600 WQXGA,OLED,120,99,10.0,1.6,8.1,4.8,7.4,5.1,9.0,8.8,9.4,7.6,6.0,6.7,7.7,"marketing & media, programming & development, MBA & business",Creator-friendly OLED; 32GB; light; big battery,No dGPU; modest GPU for 3D,Available,Amazon: https://www.amazon.in/s?k=MSI+Prestige+16+AI+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Prestige+16+AI+OLED+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
190,MSI Katana 15 HX (RTX5060),MSI,Katana 15 HX (RTX5060),134990,Premium,Intel Core i7-14650HX,14th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,15.6,1920x1080 FHD,IPS,144,53,3.2,2.25,3.7,7.9,8.1,7.7,6.6,3.7,5.1,7.4,7.6,8.0,7.7,"civil engineering (AutoCAD), gaming, AI/ML & deep learning",RTX5060; 144Hz; upgradeable; aggressive value,FHD only; small battery; loud fans,Widely Available,Amazon: https://www.amazon.in/s?k=MSI+Katana+15+HX+laptop | Flipkart: https://www.flipkart.com/search?q=MSI+Katana+15+HX+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Good
